CDS,length,EarL1,EarL2,EarL3,LateL1,LateL2,LateL3,Male1,Male2,Male3,NPF1,NPF2,NPF3,PreL1,PreL2,PreL3
Dp-88527,891,34,18,27,27,62,42,51,53,53,12,47,44,76,10,44
Dp-88537,2064,147,37,278,231,248,312,612,804,584,75,237,284,842,41,116
Dp-88538,711,151,119,188,151,157,193,223,227,251,66,185,187,415,57,127
Dp-88557,252,0,0,0,56,4,3,0,0,0,1,1,0,0,0,0
Dp-8857,1569,266,30,184,80,163,210,276,282,301,157,93,379,203,113,96
Dp-8858,1404,284,143,489,344,442,419,581,652,747,122,363,476,1008,166,376
Dp-88583,477,2056,3222,2141,1902,2240,2924,1617,1313,1894,753,1785,2468,4898,1063,2353
Dp-88584,3054,231,25,303,45,274,77,1275,2564,747,14,28,4,170,17,15
Dp-88627,639,308,38,247,157,340,343,266,373,362,190,378,349,577,74,176
Dp-88628,960,34,2,39,6,29,14,90,174,104,4,6,0,15,3,5
Dp-8863,918,53,12,61,18,69,23,376,358,193,7,13,8,39,9,3
Dp-88635,540,1428,3181,2564,1650,2853,3663,1103,694,1103,17,1477,2953,4579,261,4602
Dp-88670,1248,741,495,914,790,899,862,1377,1361,1558,314,1105,1107,1825,444,655
Dp-8869,2730,37,9,73,17,114,111,83,142,91,48,95,121,143,4,59
Dp-88691,342,328,350,142,267,202,220,378,512,322,27,166,205,490,97,349
Dp-88713,429,286,81,731,362,855,767,556,775,718,277,657,680,1324,146,382
Dp-88715,831,29,1,52,29,46,65,26,56,46,14,46,79,113,3,26
Dp-88725,987,11,3,7,14,9,19,34,5,23,15,22,35,4,8,14
Dp-88741,1797,101,372,180,530,64,70,452,214,107,349,97,222,152,157,41
Dp-88752,654,11,2,3,11,5,10,22,3,41,5,7,16,5,6,8
Dp-88753,1197,569,267,469,439,563,511,490,468,541,283,440,488,920,222,449
Dp-88762,537,9,4,8,4,13,1,28,32,25,0,1,0,1,1,0
Dp-88768,591,86,6,46,19,79,58,74,64,109,25,95,58,49,29,31
Dp-88769,3297,269,51,357,124,372,439,482,627,519,129,339,428,633,100,165
Dp-88782,240,246,75,201,169,244,350,357,468,554,102,320,293,517,100,231
Dp-88793,243,233,25,182,82,236,241,201,238,243,42,199,237,259,57,153
Dp-88795,813,15,7,21,10,48,37,31,35,35,14,15,23,53,7,22
Dp-888,444,199,57,177,84,266,338,268,432,484,218,350,306,512,95,140
Dp-8881,1920,500,97,387,213,575,591,560,629,702,269,646,600,953,152,494
Dp-8883,681,244,205,125,160,212,182,235,280,246,52,170,246,270,71,142
Dp-88839,273,130,71,73,91,119,70,122,94,114,16,147,160,167,50,136
Dp-88845,1101,203,31,1073,243,1296,1883,811,1395,1576,620,1199,1216,3581,91,417
Dp-88853,291,156,27,251,48,134,513,183,236,294,21,128,186,340,40,299
Dp-88871,159,20,14,11,18,16,9,33,22,22,14,20,28,31,9,16
Dp-88889,186,5,150,62,32,10,26,11,13,40,0,16,21,29,15,5
Dp-8890,675,2,86,5,29,0,5,14,11,8,16,2,2,8,23,3
Dp-88907,906,494,405,990,503,791,1122,565,614,978,478,695,792,2142,293,949
Dp-88910,657,224,131,126,114,193,179,242,225,220,35,207,212,269,50,109
Dp-88914,609,10,0,12,5,8,8,46,60,37,0,6,0,4,2,0
Dp-8893,2529,180,19,123,82,154,167,213,252,272,40,146,178,222,36,89
Dp-88952,375,103,38,101,91,126,167,176,207,219,48,111,169,202,54,76
Dp-88980,834,19,2,5,0,24,7,16,6,15,6,11,12,3,12,15
Dp-88981,912,30,23,37,29,36,39,31,45,64,11,24,43,87,9,38
Dp-88990,183,86,18,40,33,91,91,50,48,49,29,56,78,23,24,40
Dp-8900,429,210,56,291,127,262,295,368,115,45,50,199,285,236,57,119
Dp-89025,855,6,0,7,1,17,61,21,19,28,8,15,16,37,4,0
Dp-89029,1347,24,7,17,1,10,51,69,64,68,5,23,9,16,18,24
Dp-89032,285,2,0,10,4,9,2,36,40,17,0,0,0,1,0,0
Dp-89034,537,282,116,154,163,184,250,210,269,301,47,183,211,414,70,230
Dp-89036,300,29,12,37,19,20,18,20,15,12,15,16,34,20,7,26
Dp-89037,393,4,1,11,3,19,22,3,6,9,6,9,12,16,3,9
Dp-89068,1314,190,51,166,122,192,238,277,305,249,106,237,268,298,47,143
Dp-89069,285,3057,1416,5289,2827,5266,6216,5977,7445,7799,2022,5258,6135,9828,1089,2667
Dp-89091,633,933,77,285,199,688,496,731,953,1002,122,545,787,449,394,538
Dp-89094,360,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
Dp-89098,1218,27,0,17,17,35,53,70,36,24,11,20,11,48,22,23
Dp-8910,2589,228,3,130,22,192,168,238,395,300,17,108,259,117,44,119
Dp-89101,2661,135,119,245,173,221,229,275,363,279,153,213,256,531,40,125
Dp-89116,2553,122,52,1287,166,741,2977,583,856,1154,292,474,818,2993,73,537
Dp-8913,2769,742,1026,663,1028,823,833,832,878,754,685,654,891,1108,348,422
Dp-89135,1209,50,10,78,47,101,120,124,129,94,36,146,129,150,8,70
Dp-8916,2823,155,52,107,102,136,148,278,398,298,61,95,154,208,45,74
Dp-89182,645,38,5,29,18,44,30,53,73,52,27,65,65,57,22,28
Dp-89187,630,104,26,87,63,125,114,133,130,132,34,125,133,161,41,77
Dp-89191,1011,251,236,224,284,206,217,307,359,247,93,165,220,174,73,116
Dp-89198,183,22,5,15,9,25,15,15,2,5,1,10,22,3,7,11
Dp-8921,1149,295,4,53,10,35,149,170,128,417,7,57,113,54,125,147
Dp-89211,753,23,1,6,6,22,19,31,36,37,6,19,15,17,4,11
Dp-89221,1401,17,7,22,25,29,36,55,74,51,15,39,32,67,9,12
Dp-89237,648,11,125,17,46,14,16,14,26,25,27,10,9,35,47,9
Dp-89283,588,35,0,20,4,20,14,89,135,63,1,4,2,10,4,4
Dp-89286,1194,89,12,82,37,194,116,114,173,153,19,112,106,147,29,69
Dp-89295,237,5,0,4,3,9,5,7,4,12,2,8,5,14,0,3
Dp-89309,744,11,3,9,10,15,1,43,60,46,1,1,0,7,2,0
Dp-89313,1734,338,25,183,29,115,65,178,137,213,6,48,75,157,90,90
Dp-89320,462,3336,4088,4133,4038,4525,5189,3325,2817,4525,2413,4289,5582,10333,2400,4875
Dp-89326,468,4,4,8,5,18,17,7,7,14,3,6,7,13,0,4
Dp-89334,231,58,28,42,14,51,46,60,43,43,4,28,43,47,12,29
Dp-8934,4548,82,18,304,66,250,541,539,926,679,108,188,310,722,18,60
Dp-89358,732,102,3,36,17,39,23,109,95,181,7,20,54,33,55,81
Dp-89378,351,49,24,66,65,82,72,84,78,86,34,74,80,162,27,74
Dp-89381,1416,224,22,70,22,74,179,300,263,455,38,70,148,97,87,94
Dp-89447,873,143,754,86,237,92,145,87,175,160,226,86,124,215,250,162
Dp-89448,543,119,62,87,90,102,85,178,166,151,25,149,117,172,53,100
Dp-89482,870,31,4,13,11,18,23,43,37,35,7,22,20,13,8,13
Dp-8949,717,3,1,25,3,11,40,14,12,8,3,7,16,14,2,2
Dp-89502,345,240,208,181,197,243,199,145,167,239,122,193,238,321,102,247
Dp-89510,297,489,202,725,521,793,1014,569,655,972,340,738,943,1883,203,713
Dp-89514,1053,89,68,97,94,102,156,187,158,162,74,119,217,265,46,82
Dp-89516,1398,31,11,43,35,42,56,33,68,76,24,59,47,96,5,15
Dp-89518,612,150,11,26,46,114,58,114,112,118,12,93,43,32,43,48
Dp-89524,930,77,36,45,96,82,79,90,84,98,15,128,105,133,27,57
Dp-8954,186,2,7,2,6,1,3,0,0,0,0,15,3,0,2,8
Dp-89542,966,78,37,56,72,71,79,80,81,98,23,89,99,177,28,45
Dp-89544,1776,48,6,87,28,63,21,322,489,209,8,12,1,37,7,16
Dp-89545,537,350,266,310,260,299,328,305,261,398,161,318,288,617,213,348
Dp-89558,165,34,15,47,35,54,61,71,67,64,10,50,62,117,10,38
Dp-89560,1971,1966,244,1946,1876,2872,3201,4147,4483,4543,722,3741,7006,4605,509,1714
Dp-89561,1671,123,69,118,90,116,134,154,221,175,88,210,197,239,24,111
Dp-89577,1125,127,85,200,227,243,227,233,273,264,65,135,208,481,51,114
Dp-89602,1209,130,9,47,12,60,66,138,174,168,18,72,75,64,31,73
Dp-89616,348,0,48,0,0,0,0,0,0,0,2,0,0,0,22,0
Dp-89617,534,715,278,535,506,825,760,679,734,865,272,917,881,1030,223,592
Dp-8963,1575,725,115,754,127,601,1221,1023,1383,1371,68,490,856,592,246,733
Dp-89635,162,5,20,16,16,12,20,16,2,0,2,7,12,6,3,1
Dp-89639,1071,79,25,80,56,91,110,104,135,114,34,74,155,206,32,71
Dp-89673,933,30,3,8,18,3,7,6,16,34,7,3,25,23,17,27
Dp-89678,1083,38,8,36,23,48,44,45,37,39,277,369,128,61,20,32
Dp-89709,900,271,26,145,74,136,172,189,216,263,41,139,175,306,99,195
Dp-89711,825,58,4,11,1,20,27,51,26,18,2,11,23,9,13,24
Dp-89716,339,6,5,23,9,17,58,17,19,7,3,14,27,29,11,6
Dp-8972,750,181,417,191,257,217,168,220,184,282,190,202,229,433,301,235
Dp-89720,414,55,3,41,16,57,23,162,263,160,3,5,0,23,7,7
Dp-8974,648,149,27,266,354,151,417,448,337,39,6,76,81,773,19,62
Dp-89740,786,55,33,80,69,73,88,167,151,158,40,78,73,202,29,53
Dp-89743,480,10,1,5,0,9,14,2,4,1,6,14,11,11,2,2
Dp-89747,438,204,37,125,125,217,199,137,196,188,90,230,237,225,53,107
Dp-8976,888,33,9,48,15,43,97,51,75,62,10,23,60,93,9,25
Dp-89776,651,15,1,11,4,24,2,52,54,42,0,0,3,4,1,1
Dp-8978,1125,28,18,55,56,100,50,48,63,40,7,39,50,129,7,21
Dp-89781,2676,1002,195,845,666,927,1130,1450,1739,1567,316,1249,1805,1970,226,574
Dp-89784,723,47,15,40,27,69,50,57,37,53,9,56,56,57,16,45
Dp-89791,1065,15,2,39,14,39,7,89,149,76,1,1,0,7,1,1
Dp-89798,1998,94,122,179,110,112,145,170,224,175,5,48,196,230,40,146
Dp-8980,1599,168,98,657,295,525,513,495,827,696,245,405,548,1564,68,291
Dp-89813,747,3,15,1,3,8,4,12,2,9,51,78,17,12,2,5
Dp-8982,1311,33,6,69,24,67,94,91,95,106,18,80,89,84,12,41
Dp-89820,333,9,0,7,3,4,5,18,29,16,1,0,0,2,1,0
Dp-89831,474,7,0,6,2,6,4,16,18,15,0,2,0,1,1,3
Dp-8985,1698,270,33,151,116,244,271,289,328,290,48,206,215,359,48,136
Dp-89854,285,0,65,0,23,2,3,1,3,5,16,0,0,3,26,5
Dp-89859,621,35,5,51,12,31,16,193,222,116,1,11,1,20,1,7
Dp-89871,561,170,90,109,95,150,133,152,87,185,28,109,151,213,83,167
Dp-89909,159,44,14,48,17,49,51,34,24,12,12,45,47,36,12,30
Dp-8991,1491,87,28,148,84,92,196,246,336,306,184,228,186,225,35,104
Dp-89926,732,60,14,48,26,71,65,77,99,79,15,55,60,115,14,54
Dp-8995,2265,554,89,431,176,414,446,711,968,981,63,227,374,566,194,351
Dp-89950,1185,577,190,616,385,708,748,671,796,739,222,528,702,1240,162,501
Dp-89952,1311,32,6,49,17,52,69,99,161,123,15,55,67,99,9,51
Dp-89960,1410,64,13,37,23,46,52,69,69,42,5,30,47,50,9,21
Dp-89983,891,15,5,34,16,19,28,35,43,24,6,14,19,68,10,11
Dp-90003,3732,289,29,296,86,161,240,313,359,457,58,212,362,372,99,241
Dp-90005,861,263,262,247,471,253,285,329,380,362,139,188,239,546,137,211
Dp-90011,897,0,106,0,0,0,0,0,0,0,0,0,0,0,43,6
Dp-90031,528,0,140,1,77,6,6,3,0,5,23,4,0,4,44,5
Dp-90037,1866,44,13,58,30,74,72,80,93,44,18,35,67,118,4,29
Dp-9005,1920,66,31,134,64,116,141,306,388,366,23,124,136,255,23,92
Dp-9006,1629,130,7,242,51,259,385,278,401,441,638,263,273,745,29,89
Dp-90063,783,26,412,37,71,58,44,42,33,47,62,28,45,65,119,39
Dp-90066,891,86,30,66,36,112,103,132,125,138,27,79,131,161,30,68
Dp-90068,1842,117,44,114,90,121,131,153,171,138,150,169,148,126,32,121
Dp-90070,1305,16,2,18,1,7,23,30,38,46,13,12,14,10,7,21
Dp-90071,555,137,70,71,89,126,87,173,149,133,20,112,116,168,37,111
Dp-90072,795,2968,145,693,285,797,1228,1660,1461,3182,102,415,891,1329,1531,1796
Dp-90082,1056,625,302,861,808,809,874,1189,1312,1267,505,959,914,1874,323,500
Dp-90091,1104,241,103,261,244,344,324,425,501,473,111,355,388,495,119,212
Dp-90095,807,9595,8352,6463,8855,8880,9048,9833,11447,10578,2672,6782,9042,15844,3620,7358
Dp-90099,375,0,6,0,0,0,0,0,0,0,97,0,0,0,3,0
Dp-90121,1167,524,101,373,251,573,566,595,735,806,212,868,669,700,140,389
Dp-9013,1662,134,36,374,199,247,326,976,1206,1091,146,237,364,845,35,183
Dp-90136,819,30,3,10,14,38,17,93,124,85,3,5,4,25,7,1
Dp-90148,480,26,7,22,4,23,3,71,81,54,3,5,0,10,3,1
Dp-90150,2226,245,161,130,161,148,241,354,441,379,95,236,415,288,106,115
Dp-90152,771,886,528,1003,819,1265,1018,1061,1073,816,380,786,1218,1962,355,890
Dp-90160,444,28,0,27,2,21,24,94,192,100,2,8,2,17,2,1
Dp-90166,783,58,11,68,30,72,121,105,119,136,41,119,142,158,11,82
Dp-9018,3663,631,44,822,290,935,1117,1055,1361,1294,239,910,1186,1708,138,472
Dp-90189,1200,39,4,62,32,63,69,72,100,90,32,37,76,117,7,24
Dp-90202,741,144,69,127,95,171,145,160,170,126,25,123,149,220,47,123
Dp-90227,1137,15,5,41,19,26,8,120,174,87,3,5,0,14,3,1
Dp-90228,1092,7,11,14,17,18,35,21,14,8,1,5,7,19,2,5
Dp-90260,450,2,2,12,4,27,35,18,24,31,38,53,22,59,1,15
Dp-9028,252,40,16,42,23,35,36,33,34,28,5,22,34,68,14,31
Dp-90281,744,22,0,20,10,30,43,27,35,49,24,15,41,46,7,16
Dp-90282,204,512,254,564,238,604,616,497,446,340,366,542,712,535,144,387
Dp-90284,366,0,69,2,50,7,5,2,0,4,19,2,0,3,25,0
Dp-90299,738,81,55,81,104,118,115,134,147,185,33,141,147,231,64,83
Dp-903,594,19,0,18,7,24,15,94,177,70,0,2,0,14,1,3
Dp-90312,234,2390,4515,2374,3232,2315,2745,2174,1910,3043,987,2076,2775,7000,2150,3113
Dp-90315,927,85,20,47,50,67,61,135,132,119,12,55,81,96,30,70
Dp-90331,432,46,19,43,33,90,61,45,40,39,34,80,65,67,13,45
Dp-90337,819,514,147,420,279,476,529,513,525,501,182,364,501,930,190,416
Dp-90338,843,57,14,62,33,67,98,57,88,88,14,53,87,128,8,35
Dp-90343,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dp-90344,2319,178,126,187,191,227,226,312,357,299,44,175,229,329,44,108
Dp-90353,666,11,1,14,5,7,11,12,20,10,2,8,17,18,2,9
Dp-90357,1380,435,1563,304,2250,268,283,211,111,157,1457,194,361,346,609,337
Dp-90358,1614,31,11,69,14,45,34,60,101,79,15,53,60,34,21,52
Dp-90360,474,21,0,7,3,11,4,67,82,37,0,3,0,6,2,5
Dp-90368,351,1108,277,898,443,1677,1700,556,1181,995,17,1244,1649,1616,122,1016
Dp-90383,246,376,118,263,126,259,334,294,352,308,124,311,456,363,103,360
Dp-90387,1539,32,2,31,21,39,43,147,186,178,14,45,65,51,8,30
Dp-9040,2202,46,9,36,42,71,69,45,41,41,21,52,88,105,17,27
Dp-90407,168,20,1,8,2,5,11,5,0,1,0,2,2,0,4,7
Dp-90418,447,4855,4729,4005,5257,5219,5489,4586,4738,5400,1674,4978,5162,8253,2223,4379
Dp-90429,1440,1433,343,1499,896,1760,1575,1676,2141,2387,534,1429,1910,3111,516,1427
Dp-90440,306,0,62,1,0,0,0,0,0,0,1,0,0,0,29,4
Dp-90445,474,67,10,42,31,52,20,199,276,128,2,5,2,37,4,9
Dp-90449,825,40,12,31,19,51,67,54,77,47,9,32,51,66,9,39
Dp-90466,183,7,0,29,6,13,22,9,3,1,9,18,31,3,1,4
Dp-90475,585,44,10,29,17,37,18,166,173,115,0,5,0,7,5,4
Dp-90484,591,1942,532,1251,1044,1937,1583,1880,2336,2839,596,1400,1661,2963,740,1614
Dp-90486,756,10286,9462,8473,10644,11206,11605,11644,13221,12461,3413,9025,10146,18205,3811,8481
Dp-90487,3717,921,376,1037,634,1077,1123,1563,1891,1561,277,1218,1320,1331,334,766
Dp-90507,459,97,80,58,79,83,87,82,80,79,9,40,78,138,36,82
Dp-90508,1272,113,53,134,78,124,141,166,191,184,71,138,135,270,40,106
Dp-90521,855,53,20,29,26,49,32,48,72,44,4,13,49,53,14,29
Dp-90522,699,61,5,21,18,49,21,137,211,126,2,4,0,21,4,14
Dp-90524,651,7,6,2,5,1,17,25,8,25,10,6,8,3,1,7
Dp-90527,429,2,0,2,8,5,6,17,4,5,2,5,6,6,2,1
Dp-90531,1869,40,3,18,5,10,44,22,29,22,4,9,19,30,3,9
Dp-90554,297,0,48,1,31,4,8,0,0,2,5,4,0,0,12,2
Dp-90561,837,1466,717,1285,1804,2295,1659,1433,1573,1883,1133,2707,2655,2778,469,1042
Dp-9058,603,1375,43,316,107,633,578,1142,1186,1282,44,458,551,285,390,615
Dp-90582,261,13,6,18,17,21,16,17,41,38,10,17,23,50,7,7
Dp-90591,1275,398,181,277,310,381,348,567,644,719,113,328,529,702,151,259
Dp-90593,993,279,58,248,151,382,340,420,504,489,101,335,418,578,102,228
Dp-90607,498,7,9,6,0,10,0,39,36,24,4,10,4,12,1,7
Dp-90614,735,7,0,13,2,12,3,59,60,48,0,3,1,5,5,1
Dp-90660,1056,24,13,69,23,85,137,66,107,62,12,46,66,146,10,44
Dp-90669,1614,276,16,154,20,70,94,413,442,527,30,93,173,112,120,124
Dp-90671,387,145,26,103,85,160,171,283,419,288,30,157,216,171,42,104
Dp-90674,783,183,76,223,145,284,258,291,336,317,87,226,257,518,78,205
Dp-90675,216,661,333,1039,569,1044,1172,1293,980,919,619,877,1448,1804,273,588
Dp-90684,1176,385,63,315,91,207,339,354,401,466,11,146,279,462,242,457
Dp-90701,1218,131,48,133,76,130,122,155,187,206,44,125,131,273,36,85
Dp-90703,384,17,6,26,9,35,19,51,42,29,13,31,30,47,2,22
Dp-90707,1731,1367,327,969,469,562,1014,1125,1448,1656,126,520,716,1432,791,1629
Dp-90715,1827,147,43,129,81,192,142,153,118,101,52,115,172,208,43,172
Dp-90716,450,59,5,23,13,16,42,47,47,88,15,56,44,21,46,17
Dp-90729,1968,49,8,56,26,39,60,74,93,86,18,63,67,94,15,55
Dp-90730,468,252,42,240,240,432,497,680,346,1297,1210,4338,2185,585,169,267
Dp-90738,1272,18,0,59,10,43,98,41,93,59,9,38,59,125,5,23
Dp-90748,1494,51,23,46,11,41,171,28,56,52,9,51,56,78,8,69
Dp-90756,1245,611,366,456,360,481,754,535,686,737,158,558,686,1256,318,667
Dp-90758,342,276,297,216,201,318,476,280,323,397,79,249,280,463,188,401
Dp-9077,471,79,73,140,163,115,132,156,204,220,38,67,83,477,39,56
Dp-90793,624,12,3,41,16,37,63,60,64,57,19,36,43,120,8,13
Dp-90797,363,0,18,0,4,0,0,0,0,0,110,0,0,0,9,0
Dp-90801,1095,267,48,129,70,197,152,257,307,442,28,87,247,182,126,253
Dp-90805,1014,162,52,217,112,215,336,215,344,326,56,316,498,555,44,167
Dp-90806,786,64,11,27,15,44,11,126,177,116,6,8,0,19,8,2
Dp-9082,2130,747,172,769,317,1351,1085,1248,1593,1192,259,1536,1304,1785,129,725
Dp-90820,732,7,1,27,6,18,20,28,26,45,6,19,24,28,1,11
Dp-90844,966,47,376,26,95,42,28,54,48,36,37,50,39,62,63,19
Dp-90845,2016,43,47,83,36,83,92,196,342,266,47,104,110,200,23,44
Dp-9086,3513,314,139,529,275,448,488,484,697,569,212,350,544,1014,104,286
Dp-90866,1002,513,150,466,229,369,428,498,533,597,178,397,443,649,250,426
Dp-9087,2370,193,51,147,117,264,249,229,301,299,62,219,264,373,54,105
Dp-90871,711,56,25,30,26,39,46,78,64,36,5,32,44,74,26,45
Dp-90875,900,52,9,72,35,57,20,326,519,237,7,12,1,46,3,9
Dp-90879,756,10,3,18,6,14,37,9,40,20,12,8,15,25,6,6
Dp-90891,378,7,0,8,8,7,3,36,55,23,2,2,0,1,1,0
Dp-90893,1131,13,2,15,10,19,37,69,70,64,7,17,35,29,5,8
Dp-90898,1515,60,7,88,71,77,136,139,211,217,62,84,118,395,37,44
Dp-90903,210,9,4,8,2,10,6,4,20,5,0,6,8,6,1,4
Dp-90908,1569,191,55,128,123,183,196,234,291,263,65,258,210,281,37,115
Dp-9091,1776,78,20,312,34,347,438,577,370,1968,11461,5573,1543,1073,66,442
Dp-90917,507,0,43,1,5,2,1,1,0,8,4,0,0,4,12,2
Dp-90927,480,9,2,10,30,8,15,11,8,6,0,4,11,19,2,24
Dp-90943,594,76539,2251,17951,23669,37529,58778,1,6,8,2,4,47,13260,0,11
Dp-90944,258,0,6,2,20,13,3,0,0,0,0,11,0,0,2,0
Dp-90952,561,393,341,369,315,494,500,390,366,446,166,384,513,806,192,431
Dp-9097,987,1879,146,401,96,802,636,967,893,1271,107,229,729,528,522,948
Dp-90983,330,0,29,0,25,4,2,0,1,0,7,1,2,0,9,2
Dp-90987,819,67,30,47,26,80,70,92,96,50,19,48,85,98,14,31
Dp-90996,1197,285,161,369,313,607,511,446,462,388,281,648,574,976,84,300
Dp-9100,2337,300,75,212,187,279,293,361,358,359,80,365,361,461,81,173
Dp-91000,1221,83,49,56,90,75,98,104,157,125,28,74,103,198,40,58
Dp-9102,2058,40,4,87,42,51,75,102,143,138,16,75,85,144,6,51
Dp-91022,759,121,32,83,79,104,94,99,82,65,27,119,109,121,32,85
Dp-91031,186,0,0,4,0,1,1,4,3,3,0,1,6,0,0,4
Dp-91032,456,0,0,4,0,0,0,27,21,18,1,0,0,14,0,0
Dp-91038,246,72,5,21,11,33,16,15,47,53,1,2,0,14,0,0
Dp-91041,354,8,1,21,6,15,3,63,64,44,0,1,0,5,2,0
Dp-91043,1857,84,18,63,26,57,67,219,292,217,9,48,71,97,25,63
Dp-91049,201,227,122,307,190,350,294,364,313,235,334,272,339,338,69,173
Dp-91050,438,102,37,87,48,114,90,101,66,48,22,113,130,140,34,79
Dp-91055,357,2,3,0,1,0,6,6,1,39,6,2,3,1,4,1
Dp-91065,2814,36,11,168,15,83,185,103,190,140,4,42,143,145,22,43
Dp-9107,747,184,52,129,158,179,179,230,73,61,102,103,161,166,51,103
Dp-91072,984,234,54,170,102,205,204,305,414,353,58,193,223,342,101,157
Dp-91075,393,38,4,36,16,48,55,106,99,93,19,71,93,73,22,29
Dp-91076,273,0,36,0,16,0,0,0,0,1,10,0,0,0,9,0
Dp-91085,1152,71,1,257,23,210,310,209,378,259,43,103,221,334,13,86
Dp-9109,768,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0
Dp-91095,843,29,4,5,6,23,10,73,99,69,5,1,0,11,4,2
Dp-91096,1080,59,3,54,7,58,76,67,73,76,22,70,64,72,12,23
Dp-9110,618,62,10,77,9,71,181,127,92,140,0,35,57,180,29,82
Dp-91102,3078,389,123,714,397,663,881,962,1413,1023,243,612,764,1733,132,333
Dp-91111,153,8,10,3,13,2,8,6,1,1,0,5,3,0,7,3
Dp-91122,540,6,0,13,1,5,7,17,52,34,8,7,15,9,1,3
Dp-91127,2472,218,9,250,70,213,304,323,493,446,56,199,237,539,65,143
Dp-91130,1506,41,217,68,297,51,33,59,174,114,55,42,56,160,49,21
Dp-91155,294,1403,1753,1561,1491,1660,1707,1236,941,1754,489,1629,1805,3808,949,1665
Dp-91156,1209,175,61,167,134,168,242,226,358,285,56,193,224,277,82,150
Dp-91162,1107,25,4,21,5,22,16,117,169,58,0,6,0,22,3,3
Dp-91169,684,30,3,40,17,42,50,41,51,56,11,37,33,61,2,15
Dp-9118,2907,112,15,129,45,169,182,149,245,166,29,106,136,289,16,66
Dp-91180,357,8,3,4,7,6,7,15,44,11,0,1,11,15,8,4
Dp-91195,246,62,21,61,25,69,57,46,20,9,15,47,67,38,16,23
Dp-91209,873,967,138,358,226,603,477,656,636,799,135,622,914,610,301,596
Dp-91212,1959,106,14,64,25,98,107,92,126,106,26,69,86,102,30,61
Dp-91215,1128,38,39,53,43,30,42,59,93,83,25,53,77,143,22,35
Dp-91219,1104,12,0,29,7,19,32,19,27,21,8,29,14,32,1,13
Dp-91220,546,0,90,1,6,0,0,0,6,3,0,0,0,0,27,1
Dp-91225,825,74,20,32,39,65,55,83,83,91,34,43,96,112,17,57
Dp-91237,213,459,258,279,310,433,432,264,314,339,82,311,466,532,156,395
Dp-9126,819,15,1,11,9,26,7,51,104,52,0,4,0,13,1,1
Dp-91266,939,389,60,175,128,243,280,452,436,595,64,370,302,436,153,229
Dp-91273,180,7,0,9,2,9,11,9,22,15,2,5,3,12,3,13
Dp-91286,489,0,104,1,38,6,6,2,1,2,14,0,0,3,36,1
Dp-91291,258,5,6,7,5,2,4,12,5,37,207,105,34,12,6,5
Dp-91292,801,3816,4649,9035,6808,8017,9360,5232,6519,8653,3399,6263,7919,20560,2714,5846
Dp-91294,1728,701,104,440,195,481,782,985,1213,844,77,246,383,1044,132,262
Dp-91303,726,108,29,72,75,104,126,107,98,125,28,114,152,167,32,78
Dp-91304,1215,166,23,160,83,180,217,227,316,286,76,196,236,292,33,89
Dp-91305,768,998,321,1128,671,1052,1295,1329,635,288,450,683,1331,1304,289,678
Dp-91313,1383,53,10,107,45,78,104,94,109,94,16,57,47,112,18,50
Dp-91314,1398,28,2,92,13,67,107,70,112,115,42,68,80,158,8,41
Dp-91315,249,695,53,43,17,25,27,6712,4739,1532,3,68,84,1244,24,111
Dp-91317,1578,52,6,104,21,94,93,107,167,151,13,63,110,202,6,42
Dp-91320,1416,1594,95,378,206,531,641,1259,1096,1735,125,188,669,621,654,487
Dp-91323,882,649,186,387,422,647,494,569,629,538,115,449,596,895,184,424
Dp-91324,1488,61,15,82,36,89,208,169,173,139,5,43,112,240,14,82
Dp-91325,3117,19,62,61,40,63,339,102,87,56,9,16,24,97,10,17
Dp-91341,678,43,14,53,18,44,104,50,71,84,41,100,80,116,10,41
Dp-91343,666,12,4,22,15,14,19,7,25,17,5,15,16,42,3,6
Dp-91352,942,149,102,124,142,131,111,192,219,173,48,147,162,260,57,134
Dp-91354,1668,154,13,235,46,175,67,830,1240,559,9,36,3,110,13,14
Dp-91368,657,31,5,16,9,20,19,15,13,10,4,6,10,9,8,8
Dp-91369,843,174,324,426,307,357,444,286,363,473,326,430,539,1417,165,278
Dp-91372,1095,10,2,7,6,13,23,17,5,24,26,85,23,10,1,9
Dp-91375,261,0,1,4,2,3,3,4,5,0,2,8,9,3,1,3
Dp-91377,663,435,252,283,364,291,267,385,372,450,163,343,375,651,207,348
Dp-91378,1602,51,18,46,37,54,54,66,79,65,10,49,62,94,16,33
Dp-91379,1269,22,12,16,17,26,41,22,16,44,16,48,17,74,2,17
Dp-9140,594,293,234,347,260,350,399,327,279,383,131,254,362,730,119,455
Dp-91402,483,73,14,62,21,78,66,271,403,216,8,10,1,41,9,21
Dp-9142,381,685,43,1288,313,1064,1525,916,1806,1621,1115,1846,1409,2223,141,677
Dp-91429,153,19,16,17,32,22,16,10,16,6,11,14,28,30,8,6
Dp-9143,990,27,6,62,9,60,182,84,142,121,40,56,48,159,15,29
Dp-91442,780,16,7,73,29,48,31,67,90,67,16,49,85,234,8,27
Dp-91450,468,39,5,139,8,17,60,275,18,781,123,837,1051,629,248,799
